user_id_n,gender,year
1062710,m,1981.0
387724,f,1992.0
1016448,m,1990.0
403092,m,1978.0
904270,m,1990.0
577870,m,2000.0
1068452,m,1993.0
1070014,f,1994.0
1080998,m,1978.0
932274,m,1999.0
766952,m,1994.0
640922,m,1994.0
1004530,m,1992.0
701066,m,1996.0
1062910,m,1991.0
887194,f,1996.0
306854,m,1985.0
497616,m,1981.0
1021544,f,1988.0
431020,m,1982.0
623160,f,1988.0
367844,m,1985.0
952310,m,1990.0
905734,m,1992.0
516140,f,1986.0
286890,m,1992.0
1058374,f,1998.0
780466,m,1995.0
773770,m,1990.0
662612,m,1987.0
1089844,f,1991.0
950736,m,1966.0
1012814,f,1967.0
155720,m,1992.0
205268,m,1988.0
216068,m,1985.0
677854,m,1998.0
465910,m,1986.0
113600,f,1987.0
964496,m,1994.0
771312,f,1964.0
850220,m,1990.0
110384,m,1993.0
189974,f,1986.0
1062788,m,1994.0
452940,m,1989.0
1053478,m,1983.0
1026166,m,1980.0
308756,m,1986.0
676622,m,1969.0
1032246,m,1987.0
979824,m,1996.0
750412,m,1989.0
530090,m,1997.0
442706,m,1981.0
835480,m,1996.0
885300,m,1998.0
1028272,m,1986.0
723272,f,1986.0
158520,m,1987.0
827052,m,1988.0
836512,f,1995.0
778304,m,1987.0
132518,m,1984.0
784582,m,1993.0
516792,m,1979.0
851122,m,1986.0
164700,m,1988.0
570304,m,1983.0
454730,m,1971.0
153760,m,1987.0
292776,m,1983.0
412190,f,1986.0
383532,m,1992.0
1034100,m,1968.0
783378,f,1981.0
287758,m,1998.0
1056104,m,1989.0
1039128,m,1997.0
1063504,m,1988.0
355280,m,1982.0
848136,m,1992.0
760360,m,1988.0
931324,m,1995.0
347282,m,1986.0
113804,m,1991.0
356926,m,1972.0
428294,m,1957.0
1053152,m,1983.0
337452,m,1983.0
1044184,m,1998.0
399352,m,1976.0
304696,m,1974.0
137718,m,1983.0
365700,m,1966.0
746204,m,1984.0
686668,m,1998.0
603552,f,1993.0
814500,m,1984.0
821624,m,1993.0
194956,m,1980.0
797004,m,1994.0
938756,m,2000.0
677182,m,1985.0
474718,m,1976.0
772188,m,1975.0
540020,m,1990.0
254008,f,1984.0
171734,m,1994.0
193338,m,1995.0
136838,m,1990.0
624390,f,1990.0
426688,m,1994.0
940234,m,1984.0
930674,m,1995.0
479438,m,1964.0
815148,m,1971.0
796880,f,1994.0
853306,m,1976.0
550308,m,1973.0
1082414,f,1971.0
281272,f,1961.0
1033498,m,1997.0
534092,m,1988.0
114446,f,1990.0
1052870,f,1998.0
440802,m,1993.0
167032,m,1978.0
285104,m,1978.0
417756,m,1983.0
213540,f,1994.0
1035516,f,1992.0
1070124,m,1998.0
482314,m,1994.0
570066,m,1979.0
301658,m,1985.0
511622,m,1978.0
1090066,m,1962.0
860356,m,1992.0
847734,m,1986.0
619216,m,1991.0
637842,m,1988.0
892202,m,1987.0
436538,m,1998.0
665398,m,1997.0
969642,m,1989.0
468612,m,1982.0
867790,m,1971.0
1069126,m,1989.0
509880,m,1975.0
131988,m,1994.0
1048960,m,1971.0
156998,m,1991.0
868944,m,1990.0
985158,m,1986.0
140380,f,1982.0
824138,m,1973.0
360514,m,1994.0
734616,m,1999.0
927680,m,1986.0
869876,m,1996.0
219814,m,1989.0
909412,m,1997.0
846828,m,1985.0
737978,m,1985.0
930236,m,1977.0
794140,m,1991.0
267408,f,1968.0
250716,m,1973.0
1031942,m,1992.0
1043210,f,1980.0
139858,f,1997.0
564126,m,1994.0
1005572,m,1995.0
598262,m,1996.0
955368,m,1997.0
280690,f,1977.0
562830,m,1993.0
344922,m,1990.0
994000,m,1983.0
933072,f,1965.0
453386,m,1991.0
238724,m,1999.0
859514,m,1996.0
892566,m,1992.0
650556,m,1986.0
122470,m,1983.0
158754,m,1991.0
850504,f,1992.0
320936,m,1967.0
402938,m,1990.0
253650,m,1969.0
976690,f,1994.0
1076668,m,1957.0
1016426,m,1988.0
328388,m,1984.0
850070,m,1981.0
618536,m,1993.0
175166,m,1973.0
869778,m,1989.0
876668,f,1986.0
999334,m,1970.0
1055996,m,1986.0
922208,m,1994.0
856102,m,1961.0
558044,f,1989.0
949582,f,1988.0
386730,m,1991.0
826578,m,1995.0
668188,f,1995.0
1030766,m,1988.0
1092768,m,1932.0
1030406,m,1978.0
1084028,m,1994.0
119938,f,1987.0
286582,m,1989.0
590140,m,1969.0
397904,m,1997.0
330890,f,1994.0
282618,m,1991.0
392432,m,1975.0
501930,m,1996.0
1065238,m,2000.0
1054756,m,1990.0
532320,m,1995.0
476424,m,1980.0
665012,f,1997.0
150708,f,1993.0
1093594,m,1996.0
228408,m,1991.0
150214,m,1900.0
610026,m,1990.0
1072946,m,1994.0
128122,m,1998.0
476610,m,1998.0
978784,m,1967.0
248838,m,1997.0
1033274,m,1976.0
491946,m,1982.0
792482,f,1967.0
1090700,m,2000.0
846464,m,1997.0
671326,m,1996.0
231796,m,1987.0
196140,m,1988.0
946154,f,1997.0
600840,m,1983.0
140586,m,1996.0
553204,m,1991.0
209054,f,1995.0
1006962,m,1978.0
336828,m,1990.0
922850,m,1994.0
748196,m,1966.0
403960,m,1998.0
919192,m,1987.0
923090,m,1996.0
1056278,m,1987.0
1062696,f,1999.0
779010,m,1990.0
439342,f,1990.0
851378,f,1982.0
1052948,f,1999.0
1029262,m,1994.0
629534,f,1981.0
499898,m,2000.0
1021926,m,1969.0
673062,m,1992.0
399546,f,1996.0
203738,m,1986.0
1007656,m,1991.0
543516,m,1984.0
807552,f,1998.0
681372,f,1989.0
861562,m,1993.0
307482,m,1993.0
531096,m,1976.0
152266,m,1993.0
157248,m,1996.0
845000,m,1981.0
1039318,m,1997.0
771032,m,1961.0
220868,m,1995.0
200188,m,1987.0
123004,f,1997.0
1035678,m,1987.0
998158,m,1967.0
867442,m,1990.0
882486,m,1998.0
452824,m,1991.0
743458,m,1986.0
712078,m,1994.0
366352,m,1976.0
777882,f,1979.0
553816,m,1993.0
986892,f,1970.0
1016870,f,1991.0
438152,m,1987.0
402836,m,1973.0
528048,m,1989.0
254242,m,1993.0
1029796,m,1998.0
875120,m,1998.0
393604,m,1997.0
592342,m,1998.0
946752,m,1997.0
707800,f,1990.0
829822,m,1991.0
1065818,m,1999.0
231148,m,1983.0
592618,m,1991.0
882980,f,1994.0
630072,m,1983.0
249468,m,1980.0
794486,m,1979.0
1030428,m,1994.0
839814,m,1999.0
514928,m,1971.0
678454,m,1990.0
1002686,m,1986.0
120900,m,1990.0
940176,m,1992.0
178492,m,1969.0
161650,m,1991.0
930030,m,1997.0
221158,m,1986.0
821264,m,1994.0
943930,m,1996.0
1035082,m,1991.0
636252,m,1997.0
1041412,m,1999.0
238200,m,1989.0
946086,f,1998.0
726010,m,1985.0
817864,m,1982.0
207946,f,1986.0
167244,m,1985.0
502282,f,1987.0
463368,m,1982.0
1075836,m,1974.0
183404,m,1994.0
665492,m,1991.0
792848,f,1989.0
447002,m,1984.0
871242,m,1977.0
608814,m,1990.0
1042110,m,1984.0
393786,f,1979.0
925034,m,1994.0
433516,m,1989.0
347958,m,1997.0
796818,m,1959.0
1069720,m,1990.0
552172,m,1984.0
727396,m,1985.0
919744,m,1994.0
353376,m,1989.0
249326,m,1983.0
178018,m,1988.0
1022594,f,1996.0
1044544,m,1992.0
117322,m,1989.0
486060,m,1988.0
568068,m,1987.0
666092,m,1999.0
852244,m,1979.0
390600,m,1985.0
417084,m,1994.0
950092,m,1973.0
568544,f,1991.0
994590,f,1975.0
569172,f,1984.0
950846,m,1963.0
800246,m,1976.0
169788,m,1990.0
553454,f,1993.0
1042954,m,1981.0
710166,f,1992.0
356058,m,1981.0
391174,m,1985.0
117046,m,1987.0
958700,m,1992.0
734618,m,1977.0
480254,m,1992.0
246418,m,1994.0
1062620,m,1989.0
1085004,m,1992.0
1054862,f,1993.0
1082922,f,1993.0
620838,f,1979.0
415764,m,1997.0
982830,m,1998.0
394490,m,1978.0
468308,m,1997.0
762148,m,1967.0
518920,f,1987.0
989504,m,1982.0
161376,m,1988.0
344128,m,1955.0
914122,m,1992.0
1019950,m,1989.0
417604,m,1987.0
891346,m,1995.0
743508,m,1977.0
1087952,m,1981.0
298394,m,1981.0
884876,m,1991.0
386520,m,1992.0
381534,m,1996.0
813650,m,1992.0
781004,f,1980.0
394466,m,1992.0
897914,m,1984.0
187350,m,1982.0
410162,f,1988.0
422214,f,1992.0
227458,f,1985.0
435610,m,1985.0
300270,m,1991.0
146200,m,1995.0
1046456,f,1993.0
190464,m,1995.0
955350,m,1992.0
746710,m,1995.0
957732,f,1995.0
442922,m,1993.0
636708,m,1985.0
869202,f,1999.0
230228,m,1996.0
938464,m,1995.0
786876,m,1994.0
181650,m,1988.0
1087964,f,1996.0
466720,m,1997.0
360860,m,1985.0
262190,m,1971.0
925238,m,1974.0
913916,m,1974.0
460796,m,1956.0
685268,m,1973.0
512482,m,1959.0
678690,m,1969.0
1026832,m,1979.0
869812,m,1994.0
776218,m,1986.0
486968,m,1979.0
468902,m,1991.0
421376,m,1996.0
592782,m,1994.0
980316,f,1999.0
563284,m,1994.0
895888,m,1995.0
211140,m,1992.0
475774,f,1998.0
221746,m,1978.0
1044226,m,1994.0
741852,m,1987.0
985356,m,1984.0
331112,f,1994.0
830610,m,1994.0
171714,m,1998.0
1030996,m,1995.0
1070720,f,1995.0
799526,m,1999.0
228906,m,1991.0
996406,f,1978.0
250750,m,1985.0
855094,f,1986.0
433590,m,1985.0
581576,m,1986.0
957246,f,1989.0
264678,m,1980.0
1073134,m,1946.0
993228,m,1984.0
608574,f,1979.0
905408,m,1990.0
665392,m,1964.0
442654,f,1974.0
328416,f,1988.0
990376,m,1987.0
201636,m,1992.0
437518,m,1987.0
504706,m,1999.0
624908,m,1996.0
834878,f,1991.0
1043714,f,1975.0
561910,m,1995.0
156126,m,1990.0
1068256,m,1981.0
373012,m,1989.0
540014,f,1985.0
933402,m,1983.0
1079544,m,1999.0
479292,m,1987.0
1016776,f,1998.0
1050552,m,1966.0
182124,m,1984.0
736630,m,1977.0
1028090,f,1982.0
917492,m,1986.0
136026,m,1987.0
327144,m,1991.0
534954,m,1987.0
864178,m,1982.0
1003706,m,1993.0
1011786,f,1975.0
436738,f,1992.0
809510,m,1993.0
808418,f,1961.0
857454,f,1981.0
419292,m,1995.0
399086,m,1991.0
168592,m,1992.0
419728,m,1983.0
638774,m,1979.0
910850,m,1999.0
708166,m,1991.0
446242,m,1992.0
1050712,m,1999.0
1050010,f,1978.0
1022718,m,1997.0
753648,m,1990.0
769748,f,1992.0
1046682,m,1998.0
1058826,m,1980.0
1020720,m,1999.0
935954,m,1974.0
909634,m,1993.0
332292,f,1986.0
568048,m,1979.0
812128,m,1962.0
208242,m,1981.0
229716,m,1989.0
1082126,m,1967.0
737758,m,1978.0
1021918,m,1997.0
1044262,m,1991.0
382654,m,1984.0
878628,m,1990.0
181552,m,1997.0
188016,m,1993.0
141402,m,1979.0
875866,f,1999.0
1092836,m,1998.0
116598,m,1976.0
604578,m,1999.0
624364,m,1991.0
317262,m,1966.0
386352,f,1990.0
525872,m,1983.0
998052,m,1993.0
502398,m,1971.0
1044702,m,2000.0
884642,f,1984.0
519492,m,1987.0
572878,m,1980.0
662674,m,1978.0
380328,m,1994.0
746214,f,1984.0
290828,m,1991.0
681022,m,1997.0
367556,f,1984.0
1054014,m,1994.0
1030272,f,1987.0
134534,m,1982.0
956612,f,1983.0
1010074,m,1985.0
900468,m,1993.0
1048686,m,1992.0
432228,m,1996.0
141796,m,1986.0
559160,m,1969.0
473788,m,1980.0
161000,m,1987.0
624650,m,1991.0
560948,m,1989.0
867930,f,1971.0
1067338,f,1993.0
782016,m,1989.0
1009864,f,1996.0
380076,m,1968.0
554020,f,1992.0
1014860,m,1970.0
794938,m,1969.0
260410,m,1989.0
863450,f,1991.0
266710,m,1988.0
356354,m,1989.0
201436,m,1995.0
377550,m,1983.0
102990,m,1996.0
261796,m,1983.0
201766,m,1988.0
120302,m,1985.0
825462,m,1972.0
726560,m,1999.0
742798,m,1991.0
1067588,m,2000.0
1085544,m,1990.0
997438,f,1972.0
800580,m,1982.0
678212,m,1995.0
321544,m,1972.0
617756,m,1991.0
673274,m,1998.0
228122,m,1984.0
638996,f,1994.0
979566,f,1997.0
1055334,m,2001.0
1055812,m,1996.0
1055132,m,1995.0
718814,m,1999.0
1084062,f,1981.0
852864,m,1995.0
744722,f,1993.0
798356,m,1980.0
576820,m,1989.0
180460,m,1987.0
1067590,m,1984.0
883474,f,1995.0
1070148,m,1996.0
920974,m,1981.0
1032748,m,1984.0
822942,m,1972.0
229790,m,1990.0
355516,m,1993.0
695034,m,1984.0
593946,m,1976.0
822858,m,1993.0
124970,f,1987.0
1088888,m,1995.0
331290,m,1993.0
276356,m,1987.0
664086,f,1978.0
765410,m,1991.0
966804,f,1982.0
152892,m,1970.0
814020,m,1989.0
403620,f,1987.0
970476,f,1987.0
410292,f,1986.0
1010314,m,1987.0
795674,f,1977.0
1081248,f,1995.0
767442,m,1979.0
177526,f,1992.0
529650,f,1975.0
1087012,f,1998.0
227790,m,1994.0
1080740,m,1967.0
858206,m,1975.0
751128,m,1977.0
1070246,m,1972.0
175904,m,1992.0
698338,m,1987.0
959760,m,1993.0
213592,m,1969.0
390174,m,1983.0
293374,m,1994.0
436512,m,1995.0
443062,m,1986.0
922228,m,1988.0
760434,m,1982.0
1018668,m,1993.0
1031110,f,1999.0
799142,f,1985.0
441802,m,1974.0
608266,m,1990.0
464126,m,1977.0
966658,f,1967.0
868610,m,1975.0
1075548,m,1999.0
518804,m,1987.0
837882,m,1984.0
633222,m,1993.0
471966,m,1987.0
410450,f,1994.0
246698,m,1989.0
364430,m,1988.0
1062142,m,2000.0
304682,m,1983.0
948484,f,1990.0
191844,m,1973.0
314580,m,1991.0
185800,m,1998.0
223240,m,1992.0
243204,m,1967.0
830914,m,1996.0
1082370,f,2000.0
368096,m,1989.0
400286,m,1989.0
988022,m,1964.0
604884,m,1989.0
869448,m,1986.0
983642,m,1999.0
556776,m,1994.0
1045146,m,1994.0
880578,m,1994.0
1084448,m,1981.0
1015098,m,1982.0
1049116,f,1999.0
1058926,f,1987.0
666794,m,1993.0
743106,f,1990.0
804442,f,1971.0
431758,m,1997.0
258828,m,1985.0
1061026,m,1992.0
1032826,m,1976.0
112140,f,1966.0
176332,f,1976.0
241376,m,1988.0
125514,m,1975.0
203410,m,1985.0
120866,m,1986.0
326678,m,1990.0
737826,m,1957.0
520684,m,1991.0
520636,f,1972.0
996402,m,1979.0
594178,f,1993.0
356622,m,1991.0
1028918,m,1998.0
423082,m,1995.0
542422,m,1998.0
1065950,m,1998.0
969388,m,1988.0
234470,m,1984.0
746062,m,1970.0
383930,m,1984.0
995436,m,1999.0
587792,m,1996.0
366960,m,1970.0
1074798,m,1995.0
510964,m,1991.0
345174,f,1991.0
1003532,m,1991.0
102638,m,1983.0
902726,m,1995.0
695358,m,1982.0
587382,m,1983.0
537600,m,1979.0
1029510,m,1988.0
865710,m,1989.0
177156,m,1977.0
1018692,f,1972.0
923204,m,1992.0
710510,f,1996.0
587138,m,1993.0
559250,m,1993.0
863488,f,1988.0
326860,m,1997.0
803794,m,1971.0
835462,f,1985.0
924902,f,1998.0
952628,m,1970.0
1030558,m,1966.0
857178,m,1971.0
152600,f,1996.0
293094,m,1995.0
1059296,m,1996.0
1064424,m,1996.0
525052,m,1995.0
686826,f,1994.0
1022010,m,1966.0
872126,f,1994.0
384204,m,1983.0
811984,f,1989.0
971198,m,1963.0
629888,m,1995.0
559268,m,1995.0
126748,m,1986.0
955392,m,1999.0
143968,m,1995.0
867656,m,1995.0
994834,f,1987.0
351252,m,1992.0
264688,m,1993.0
542332,m,1988.0
232348,m,1993.0
372534,m,1988.0
850016,f,1986.0
583944,m,1993.0
1047292,m,1996.0
276936,m,1983.0
484698,m,1988.0
720556,m,1997.0
955532,m,1993.0
933286,m,1975.0
916598,f,1992.0
1042686,m,1995.0
828970,f,1993.0
1002542,m,1995.0
992926,f,1986.0
891494,m,1980.0
851560,m,1985.0
601098,m,1982.0
829782,m,1980.0
766868,m,1992.0
762104,m,1975.0
1005390,m,1994.0
235086,m,1991.0
819562,m,1994.0
545658,m,1955.0
980190,m,1994.0
915998,f,1990.0
189586,m,1955.0
936576,m,1998.0
991500,m,1986.0
598042,m,1996.0
1069018,f,2000.0
1006670,m,1981.0
1006988,m,1990.0
688522,m,1966.0
542858,f,1981.0
963804,m,1989.0
478402,f,1985.0
312568,m,1983.0
1006312,f,1982.0
211050,m,1974.0
380722,m,1994.0
425758,m,1998.0
128858,m,1982.0
631798,m,1988.0
925812,m,1973.0
851382,f,1984.0
291942,m,1986.0
223000,m,1996.0
873160,m,1991.0
489088,m,1997.0
543294,m,1986.0
707078,m,1976.0
173356,f,1998.0
894812,m,2000.0
127354,m,1972.0
504838,m,1991.0
724664,m,1990.0
356822,f,1990.0
761346,m,1992.0
312830,m,1982.0
347044,m,1988.0
1001276,m,1978.0
192880,m,1961.0
523288,m,1989.0
519658,m,1988.0
851526,m,1990.0
220720,m,1965.0
143876,m,1983.0
150136,f,1991.0
177150,m,1994.0
1066682,m,1996.0
905678,m,1992.0
1017628,m,1983.0
238108,m,1977.0
174312,f,1995.0
515856,m,1984.0
465410,m,1987.0
853748,m,1997.0
666212,f,1991.0
1060466,m,1977.0
204836,f,1985.0
518524,m,1970.0
158596,m,1986.0
853356,m,1988.0
888696,m,1976.0
855312,f,1999.0
1053584,m,1995.0
435822,m,1959.0
1055726,m,1999.0
867210,m,1993.0
182346,m,1988.0
255038,f,1993.0
856472,m,1999.0
418676,m,1983.0
107020,m,1969.0
791882,m,1977.0
959500,m,1995.0
534454,m,1981.0
885222,m,1998.0
756496,m,1984.0
241750,m,1994.0
926998,f,1993.0
446784,m,1984.0
480320,m,1992.0
268556,m,1989.0
538790,m,1972.0
298020,m,1996.0
176696,m,1994.0
401352,m,1997.0
512404,m,1990.0
557414,m,1990.0
155136,m,1994.0
988520,m,1992.0
107030,m,1996.0
415868,m,1988.0
412202,m,1964.0
756402,m,1993.0
918218,m,1968.0
514952,m,1993.0
1014446,m,1992.0
970446,m,1990.0
242910,m,1993.0
974578,m,1993.0
1062316,m,1965.0
173528,m,1980.0
848676,f,1965.0
283620,f,1981.0
956654,m,1996.0
793442,m,1992.0
421974,m,1985.0
649350,m,1974.0
799130,m,2000.0
455256,f,1996.0
732132,m,1983.0
485522,m,1995.0
762242,m,1987.0
327524,m,1989.0
620262,m,1991.0
975402,m,1991.0
138850,m,1976.0
876160,m,1987.0
1082048,m,1983.0
558186,m,1994.0
521558,f,1979.0
137914,m,1991.0
1042352,f,1988.0
903990,m,1981.0
665214,m,1978.0
723988,m,1988.0
168552,m,1969.0
810988,f,1994.0
877668,m,1992.0
160872,m,1987.0
742708,m,1990.0
1032212,m,1998.0
491404,m,1997.0
740262,m,1991.0
785938,m,2001.0
537018,m,1974.0
469864,m,1988.0
768350,f,1978.0
480622,m,1979.0
1013984,m,1990.0
463446,m,1993.0
1018628,m,1982.0
141770,m,1983.0
336000,m,1988.0
958324,m,1998.0
705736,m,1987.0
902100,f,1989.0
356516,m,1987.0
750390,m,1984.0
913820,f,1976.0
501352,f,1994.0
864794,m,1988.0
1032006,m,1995.0
1039486,m,1996.0
761646,f,1976.0
841552,m,1979.0
279138,f,1996.0
1038966,m,1985.0
1009512,m,1999.0
381936,m,1983.0
919396,f,1983.0
162244,m,1993.0
499642,f,1991.0
261182,m,1990.0
839734,m,1992.0
450336,m,1970.0
1055192,m,1999.0
360216,m,1994.0
911322,m,1960.0
749260,m,1963.0
498214,m,1987.0
1011520,m,1993.0
110274,f,1984.0
884452,f,1995.0
353644,f,1991.0
807392,m,1988.0
249232,m,1990.0
254178,f,1994.0
115188,f,1987.0
113906,m,1985.0
848370,f,1990.0
934990,m,1994.0
930186,m,1982.0
860464,m,1974.0
921842,m,1983.0
939990,m,1990.0
1007252,f,1989.0
780362,m,1992.0
803340,f,1996.0
487564,m,1991.0
509028,m,1956.0
969966,m,1972.0
1017492,m,1996.0
724332,m,1993.0
521310,m,1998.0
1070406,m,1988.0
464032,f,1991.0
756210,m,1970.0
550956,m,1996.0
101718,m,1960.0
468704,m,1981.0
225168,m,1996.0
751410,m,1966.0
1052920,m,1967.0
1056664,m,1997.0
894560,m,1974.0
772582,m,1988.0
999676,m,1998.0
755362,m,1989.0
1067598,f,1989.0
578688,m,1981.0
998300,m,1997.0
841226,f,1993.0
488726,m,1994.0
990344,m,1999.0
736030,m,1998.0
1002514,m,1981.0
560510,m,1995.0
1070040,m,1990.0
702296,m,1973.0
884570,f,1990.0
549762,f,1985.0
1068736,m,1991.0
617862,m,1997.0
519250,m,1971.0
455854,m,1974.0
271504,m,1989.0
261380,m,1989.0
993950,m,1989.0
1057222,f,1993.0
206400,m,1993.0
586686,m,1982.0
905048,m,1973.0
875450,m,1984.0
1056584,m,1989.0
203114,m,1989.0
1020228,m,1961.0
136888,m,1985.0
447298,m,1997.0
872258,m,1966.0
1018410,m,1998.0
772050,m,1971.0
330544,m,1994.0
101188,m,1947.0
361382,m,1987.0
223478,m,1995.0
1046130,m,2000.0
394164,m,1976.0
177844,m,1991.0
699126,f,1986.0
871092,m,1993.0
846572,m,1994.0
1016150,m,1975.0
552776,m,1988.0
1090630,m,1988.0
299128,m,1987.0
128100,m,1978.0
824266,m,1998.0
873464,f,1997.0
558782,m,1996.0
852222,m,1990.0
1042322,m,1979.0
526696,m,1993.0
566346,m,1983.0
393850,m,1993.0
1056742,m,1996.0
815202,m,1996.0
516900,m,1994.0
217588,m,1981.0
338874,m,1991.0
969798,m,1953.0
166538,m,1979.0
1090888,f,1983.0
903188,m,1995.0
596730,f,1988.0
982058,m,1984.0
787730,m,1984.0
185566,m,1991.0
356504,m,1996.0
552696,m,1980.0
763910,f,1996.0
1050402,m,1996.0
1015856,m,1985.0
834868,m,1988.0
852352,m,1996.0
129006,m,1986.0
347954,m,1979.0
152500,f,1985.0
1052154,m,1959.0
287330,m,1994.0
735066,m,1988.0
999298,m,1984.0
877552,m,1996.0
958040,m,1986.0
252864,m,1974.0
551384,m,1976.0
482252,m,1970.0
427582,m,1991.0
723396,m,1993.0
653172,m,1983.0
1006662,m,1987.0
251704,m,1976.0
159026,m,1983.0
487818,f,1991.0
151492,m,1993.0
499274,m,1990.0
191582,m,1986.0
388272,m,1985.0
1084952,m,1978.0
548410,m,1988.0
937308,m,1984.0
568564,m,1965.0
248902,m,1984.0
454082,f,1987.0
1055346,m,2000.0
1075194,f,1976.0
114912,m,1988.0
224782,m,1966.0
795466,m,1992.0
1048046,m,1978.0
467930,m,1993.0
1078038,f,1997.0
746424,m,1993.0
285450,m,1987.0
140798,m,1990.0
372078,m,1987.0
810732,m,1974.0
1050134,m,1975.0
134146,m,1996.0
931050,m,1993.0
212274,m,1993.0
1052328,m,1996.0
1093608,f,1998.0
508502,f,1993.0
290286,m,1998.0
522942,f,1991.0
303340,m,1997.0
832012,m,1981.0
835904,m,1995.0
518204,m,1978.0
960158,m,1974.0
665192,m,1993.0
1093000,m,1957.0
563490,m,1982.0
733082,f,1998.0
615610,m,1998.0
938932,m,1997.0
1046756,m,1987.0
868728,m,1974.0
249510,m,1960.0
1060536,m,2001.0
475892,m,1990.0
591936,m,1982.0
908444,m,1988.0
871090,m,1974.0
1048630,m,2001.0
563674,m,1993.0
340624,m,1992.0
863332,m,2000.0
260332,m,1981.0
729986,m,1987.0
166350,m,1991.0
1052618,f,1998.0
1074728,m,1999.0
646882,m,1982.0
874296,f,1987.0
166494,m,1993.0
577620,m,1991.0
136748,m,1990.0
146612,m,1983.0
1081760,m,1994.0
972744,m,1996.0
